Supplier ID,Supplier Name,Material Type,Location,Rating,Supply Capacity (tons/month),Average Delivery Time (days),Cost per unit (INR)
SPLR3802,Supplier_2802,Cement,Kolkata,4.7,153,12,4161.0
SPLR3803,Supplier_2803,Plumbing Pipes,Delhi,3.0,873,15,2610.08
SPLR3804,Supplier_2804,Tiles,Jaipur,2.8,143,24,3425.39
SPLR3805,Supplier_2805,Bricks,Jaipur,4.3,392,15,3579.52
SPLR3806,Supplier_2806,Sand,Kolkata,4.9,692,4,735.13
SPLR3807,Supplier_2807,Sand,Mumbai,2.8,929,3,1933.93
SPLR3808,Supplier_2808,Cement,Delhi,2.8,405,12,3987.02
SPLR3809,Supplier_2809,Steel,Ahmedabad,3.4,346,10,3711.68
SPLR3810,Supplier_2810,Bricks,Hyderabad,4.7,515,13,3548.54
SPLR3811,Supplier_2811,Tiles,Hyderabad,4.2,251,26,3186.0
SPLR3812,Supplier_2812,Sand,Pune,3.4,922,12,4687.44
SPLR3813,Supplier_2813,Wood,Lucknow,4.1,999,16,3876.36
SPLR3814,Supplier_2814,Bricks,Bangalore,4.6,775,1,4095.39
SPLR3815,Supplier_2815,Plumbing Pipes,Chennai,3.1,652,2,2944.59
SPLR3816,Supplier_2816,Concrete,Mumbai,3.5,812,15,581.48
SPLR3817,Supplier_2817,Bricks,Ahmedabad,4.8,942,27,1781.96
SPLR3818,Supplier_2818,Sand,Jaipur,4.7,997,20,3861.19
SPLR3819,Supplier_2819,Wood,Kolkata,4.0,134,17,895.78
SPLR3820,Supplier_2820,Sand,Hyderabad,3.9,875,15,918.17
SPLR3821,Supplier_2821,Electrical Wiring,Chennai,3.4,757,18,4406.5
SPLR3822,Supplier_2822,Sand,Chennai,3.3,655,6,4534.53
SPLR3823,Supplier_2823,Glass,Mumbai,2.6,90,28,1965.92
SPLR3824,Supplier_2824,Glass,Chennai,4.9,120,14,1032.06
SPLR3825,Supplier_2825,Plumbing Pipes,Jaipur,4.7,514,14,1678.87
SPLR3826,Supplier_2826,Steel,Delhi,3.7,473,20,810.39
SPLR3827,Supplier_2827,Sand,Lucknow,3.4,847,24,4107.8
SPLR3828,Supplier_2828,Tiles,Hyderabad,5.0,283,11,2967.99
SPLR3829,Supplier_2829,Steel,Kolkata,4.1,670,24,4577.35
SPLR3830,Supplier_2830,Sand,Delhi,3.6,346,6,3287.33
SPLR3831,Supplier_2831,Tiles,Ahmedabad,3.5,233,4,4550.83
SPLR3832,Supplier_2832,Plumbing Pipes,Lucknow,3.3,1000,13,4548.32
SPLR3833,Supplier_2833,Concrete,Jaipur,3.6,692,21,2712.61
SPLR3834,Supplier_2834,Electrical Wiring,Jaipur,2.9,545,14,2073.26
SPLR3835,Supplier_2835,Plumbing Pipes,Delhi,2.9,154,5,3996.4
SPLR3836,Supplier_2836,Bricks,Bangalore,4.6,302,13,536.76
SPLR3837,Supplier_2837,Cement,Lucknow,4.0,61,19,3922.03
SPLR3838,Supplier_2838,Tiles,Pune,4.5,779,17,1036.02
SPLR3839,Supplier_2839,Bricks,Hyderabad,3.4,549,3,3511.05
SPLR3840,Supplier_2840,Tiles,Pune,3.9,264,17,720.11
SPLR3841,Supplier_2841,Plumbing Pipes,Chennai,4.7,530,23,2657.84
SPLR3842,Supplier_2842,Bricks,Lucknow,4.5,520,4,4075.54
SPLR3843,Supplier_2843,Electrical Wiring,Chennai,3.1,854,4,1081.83
SPLR3844,Supplier_2844,Steel,Chennai,3.0,87,30,1466.18
SPLR3845,Supplier_2845,Plumbing Pipes,Lucknow,2.8,924,5,1733.79
SPLR3846,Supplier_2846,Wood,Delhi,3.4,134,23,4454.59
SPLR3847,Supplier_2847,Bricks,Jaipur,3.1,736,26,4027.48
SPLR3848,Supplier_2848,Steel,Chennai,3.6,548,16,1488.41
SPLR3849,Supplier_2849,Cement,Bangalore,4.0,265,2,4150.06
SPLR3850,Supplier_2850,Plumbing Pipes,Lucknow,4.7,897,6,3313.78
SPLR3851,Supplier_2851,Cement,Kolkata,5.0,635,11,2574.21
SPLR3852,Supplier_2852,Tiles,Ahmedabad,2.7,956,16,2075.53
SPLR3853,Supplier_2853,Wood,Delhi,4.0,473,11,688.0
SPLR3854,Supplier_2854,Sand,Delhi,4.9,879,26,875.5
SPLR3855,Supplier_2855,Electrical Wiring,Ahmedabad,3.9,108,9,1066.9
SPLR3856,Supplier_2856,Tiles,Delhi,3.7,411,3,1778.46
SPLR3857,Supplier_2857,Tiles,Mumbai,4.2,359,21,1863.41
SPLR3858,Supplier_2858,Wood,Bangalore,4.7,862,29,1944.7
SPLR3859,Supplier_2859,Sand,Kolkata,3.7,413,16,525.9
SPLR3860,Supplier_2860,Concrete,Lucknow,3.8,781,2,4862.85
SPLR3861,Supplier_2861,Sand,Lucknow,4.1,108,17,4686.75
SPLR3862,Supplier_2862,Steel,Mumbai,5.0,598,2,986.49
SPLR3863,Supplier_2863,Steel,Ahmedabad,5.0,998,16,3477.46
SPLR3864,Supplier_2864,Wood,Delhi,3.3,352,21,1465.81
SPLR3865,Supplier_2865,Tiles,Bangalore,3.1,144,20,1116.03
SPLR3866,Supplier_2866,Steel,Jaipur,4.1,197,4,2525.46
SPLR3867,Supplier_2867,Sand,Pune,3.9,409,19,2288.84
SPLR3868,Supplier_2868,Bricks,Ahmedabad,3.2,804,19,3044.43
SPLR3869,Supplier_2869,Plumbing Pipes,Kolkata,4.7,870,9,4026.61
SPLR3870,Supplier_2870,Bricks,Chennai,5.0,746,1,1449.52
SPLR3871,Supplier_2871,Steel,Lucknow,4.7,693,16,3771.98
SPLR3872,Supplier_2872,Sand,Kolkata,4.2,56,15,4821.18
SPLR3873,Supplier_2873,Glass,Pune,4.5,286,8,4330.55
SPLR3874,Supplier_2874,Plumbing Pipes,Pune,4.6,174,19,3740.05
SPLR3875,Supplier_2875,Glass,Pune,3.6,903,1,1499.76
SPLR3876,Supplier_2876,Wood,Pune,3.4,156,15,3239.63
SPLR3877,Supplier_2877,Electrical Wiring,Pune,3.6,52,7,1115.96
SPLR3878,Supplier_2878,Glass,Delhi,5.0,967,4,2183.73
SPLR3879,Supplier_2879,Electrical Wiring,Kolkata,4.0,160,28,2063.04
SPLR3880,Supplier_2880,Sand,Jaipur,4.4,565,16,3017.46
SPLR3881,Supplier_2881,Cement,Kolkata,4.3,821,26,3106.96
SPLR3882,Supplier_2882,Concrete,Jaipur,4.7,947,24,3691.17
SPLR3883,Supplier_2883,Tiles,Delhi,4.7,715,16,2077.01
SPLR3884,Supplier_2884,Electrical Wiring,Mumbai,4.1,54,5,4285.18
SPLR3885,Supplier_2885,Cement,Bangalore,4.3,927,21,3427.11
SPLR3886,Supplier_2886,Electrical Wiring,Kolkata,2.7,886,24,1705.58
SPLR3887,Supplier_2887,Concrete,Delhi,3.4,529,12,1458.65
SPLR3888,Supplier_2888,Bricks,Bangalore,4.9,51,3,1326.54
SPLR3889,Supplier_2889,Glass,Pune,3.2,153,8,549.53
SPLR3890,Supplier_2890,Sand,Lucknow,3.5,539,21,1600.0
SPLR3891,Supplier_2891,Wood,Lucknow,4.5,453,9,3601.09
SPLR3892,Supplier_2892,Plumbing Pipes,Jaipur,3.3,738,16,4802.18
SPLR3893,Supplier_2893,Concrete,Pune,4.0,934,8,3182.2
SPLR3894,Supplier_2894,Tiles,Bangalore,3.3,718,21,4295.85
SPLR3895,Supplier_2895,Glass,Ahmedabad,3.5,69,13,2416.3
SPLR3896,Supplier_2896,Glass,Ahmedabad,4.0,890,29,3727.14
SPLR3897,Supplier_2897,Wood,Bangalore,4.5,461,26,3847.49
SPLR3898,Supplier_2898,Cement,Delhi,2.6,333,25,3813.62
SPLR3899,Supplier_2899,Cement,Mumbai,2.6,393,14,2392.03
SPLR3900,Supplier_2900,Glass,Hyderabad,3.3,427,2,2105.41
SPLR3901,Supplier_2901,Cement,Chennai,3.6,854,11,3666.1
SPLR3902,Supplier_2902,Plumbing Pipes,Mumbai,4.4,765,20,4800.17
SPLR3903,Supplier_2903,Wood,Delhi,5.0,754,20,992.75
SPLR3904,Supplier_2904,Electrical Wiring,Pune,2.9,807,1,2389.15
SPLR3905,Supplier_2905,Glass,Hyderabad,3.4,492,14,1101.87
SPLR3906,Supplier_2906,Steel,Pune,4.3,626,23,1819.52
SPLR3907,Supplier_2907,Wood,Bangalore,3.1,691,29,3236.51
SPLR3908,Supplier_2908,Cement,Mumbai,3.8,166,5,1666.42
SPLR3909,Supplier_2909,Tiles,Ahmedabad,3.4,123,16,3178.02
SPLR3910,Supplier_2910,Tiles,Pune,4.4,444,4,4567.02
SPLR3911,Supplier_2911,Steel,Chennai,4.8,837,8,1943.46
SPLR3912,Supplier_2912,Tiles,Jaipur,4.0,780,26,4616.41
SPLR3913,Supplier_2913,Plumbing Pipes,Jaipur,4.9,492,19,4035.07
SPLR3914,Supplier_2914,Cement,Hyderabad,4.8,707,4,2390.15
SPLR3915,Supplier_2915,Electrical Wiring,Delhi,3.6,234,18,2015.41
SPLR3916,Supplier_2916,Concrete,Mumbai,4.2,686,23,3975.43
SPLR3917,Supplier_2917,Wood,Pune,3.7,731,19,2469.81
SPLR3918,Supplier_2918,Tiles,Bangalore,3.6,246,30,4355.48
SPLR3919,Supplier_2919,Wood,Hyderabad,3.6,671,29,3541.7
SPLR3920,Supplier_2920,Concrete,Delhi,3.2,919,8,4526.66
SPLR3921,Supplier_2921,Bricks,Kolkata,3.0,336,3,625.74
SPLR3922,Supplier_2922,Tiles,Hyderabad,4.3,209,2,3804.76
SPLR3923,Supplier_2923,Bricks,Jaipur,4.7,128,18,1025.09
SPLR3924,Supplier_2924,Cement,Chennai,2.6,54,29,1399.11
SPLR3925,Supplier_2925,Glass,Delhi,3.6,411,26,4639.48
SPLR3926,Supplier_2926,Sand,Lucknow,4.7,750,9,2849.23
SPLR3927,Supplier_2927,Concrete,Bangalore,2.8,303,9,2776.88
SPLR3928,Supplier_2928,Glass,Kolkata,4.2,293,12,2128.7
SPLR3929,Supplier_2929,Steel,Jaipur,3.5,338,30,1166.29
SPLR3930,Supplier_2930,Concrete,Pune,4.6,186,4,1823.71
SPLR3931,Supplier_2931,Sand,Ahmedabad,4.9,333,26,2729.74
SPLR3932,Supplier_2932,Glass,Mumbai,3.1,886,23,4803.8
SPLR3933,Supplier_2933,Concrete,Mumbai,2.5,278,15,3077.17
SPLR3934,Supplier_2934,Sand,Ahmedabad,3.1,795,30,1715.14
SPLR3935,Supplier_2935,Steel,Hyderabad,3.9,653,21,1821.32
SPLR3936,Supplier_2936,Bricks,Delhi,3.1,680,20,4445.78
SPLR3937,Supplier_2937,Cement,Bangalore,4.5,642,4,1918.9
SPLR3938,Supplier_2938,Steel,Lucknow,3.8,252,13,2764.74
SPLR3939,Supplier_2939,Wood,Delhi,2.6,789,19,4688.62
SPLR3940,Supplier_2940,Bricks,Pune,3.8,989,16,1707.19
SPLR3941,Supplier_2941,Bricks,Kolkata,4.0,215,18,4566.38
SPLR3942,Supplier_2942,Steel,Ahmedabad,4.8,183,15,742.41
SPLR3943,Supplier_2943,Cement,Pune,3.8,258,5,4576.48
SPLR3944,Supplier_2944,Steel,Jaipur,4.6,231,21,1538.46
SPLR3945,Supplier_2945,Glass,Bangalore,3.3,602,15,2632.77
SPLR3946,Supplier_2946,Steel,Jaipur,4.7,563,16,2901.47
SPLR3947,Supplier_2947,Bricks,Jaipur,3.2,812,28,4782.67
SPLR3948,Supplier_2948,Electrical Wiring,Jaipur,3.2,603,19,2217.17
SPLR3949,Supplier_2949,Electrical Wiring,Delhi,3.4,744,16,4689.63
SPLR3950,Supplier_2950,Bricks,Delhi,4.8,993,6,866.41
SPLR3951,Supplier_2951,Sand,Kolkata,4.0,77,22,2071.96
SPLR3952,Supplier_2952,Tiles,Ahmedabad,4.6,903,7,3612.68
SPLR3953,Supplier_2953,Cement,Bangalore,3.3,838,1,3783.7
SPLR3954,Supplier_2954,Wood,Chennai,3.3,935,18,4511.64
SPLR3955,Supplier_2955,Wood,Hyderabad,4.7,999,26,916.62
SPLR3956,Supplier_2956,Concrete,Lucknow,4.3,254,4,1282.82
SPLR3957,Supplier_2957,Wood,Lucknow,4.0,422,11,3102.31
SPLR3958,Supplier_2958,Concrete,Bangalore,4.9,138,7,4926.47
SPLR3959,Supplier_2959,Tiles,Mumbai,4.8,680,3,1528.19
SPLR3960,Supplier_2960,Concrete,Ahmedabad,3.0,714,29,2546.31
SPLR3961,Supplier_2961,Cement,Bangalore,4.8,839,11,2608.88
SPLR3962,Supplier_2962,Concrete,Mumbai,3.7,643,30,1348.6
SPLR3963,Supplier_2963,Concrete,Hyderabad,4.4,729,4,3943.73
SPLR3964,Supplier_2964,Sand,Ahmedabad,4.8,502,30,3124.43
SPLR3965,Supplier_2965,Concrete,Jaipur,3.7,897,2,1704.69
SPLR3966,Supplier_2966,Plumbing Pipes,Chennai,4.6,714,24,3311.61
SPLR3967,Supplier_2967,Electrical Wiring,Ahmedabad,3.0,966,4,1903.27
SPLR3968,Supplier_2968,Cement,Jaipur,3.7,135,12,3857.33
SPLR3969,Supplier_2969,Plumbing Pipes,Ahmedabad,5.0,680,12,1377.89
SPLR3970,Supplier_2970,Plumbing Pipes,Bangalore,4.9,900,16,3298.31
SPLR3971,Supplier_2971,Concrete,Kolkata,3.8,453,4,3896.66
SPLR3972,Supplier_2972,Plumbing Pipes,Kolkata,4.0,665,21,2494.62
SPLR3973,Supplier_2973,Steel,Delhi,2.8,485,7,1699.92
SPLR3974,Supplier_2974,Sand,Jaipur,4.3,218,13,976.41
SPLR3975,Supplier_2975,Concrete,Mumbai,2.8,328,23,2004.83
SPLR3976,Supplier_2976,Steel,Mumbai,2.6,917,14,1710.06
SPLR3977,Supplier_2977,Electrical Wiring,Chennai,4.3,226,8,3435.01
SPLR3978,Supplier_2978,Bricks,Delhi,4.6,511,17,1444.32
SPLR3979,Supplier_2979,Concrete,Lucknow,3.0,198,4,1787.66
SPLR3980,Supplier_2980,Glass,Kolkata,3.5,622,10,1272.53
SPLR3981,Supplier_2981,Cement,Lucknow,4.7,426,8,3574.61
SPLR3982,Supplier_2982,Cement,Chennai,4.9,620,4,1494.74
SPLR3983,Supplier_2983,Steel,Jaipur,3.7,121,23,911.88
SPLR3984,Supplier_2984,Cement,Hyderabad,3.7,771,10,4415.01
SPLR3985,Supplier_2985,Glass,Bangalore,4.6,393,28,1106.21
SPLR3986,Supplier_2986,Tiles,Delhi,4.8,555,28,3541.9
SPLR3987,Supplier_2987,Sand,Mumbai,4.8,516,21,2215.38
SPLR3988,Supplier_2988,Electrical Wiring,Ahmedabad,2.5,628,8,2378.75
SPLR3989,Supplier_2989,Tiles,Bangalore,3.4,738,24,2946.03
SPLR3990,Supplier_2990,Glass,Pune,4.4,535,7,3733.02
SPLR3991,Supplier_2991,Tiles,Hyderabad,4.0,984,30,2381.34
SPLR3992,Supplier_2992,Cement,Lucknow,4.1,848,13,3316.08
SPLR3993,Supplier_2993,Concrete,Hyderabad,3.2,313,17,1526.66
SPLR3994,Supplier_2994,Electrical Wiring,Kolkata,4.1,983,7,2274.63
SPLR3995,Supplier_2995,Electrical Wiring,Delhi,3.6,242,14,3763.78
SPLR3996,Supplier_2996,Sand,Lucknow,2.9,387,3,3857.59
SPLR3997,Supplier_2997,Concrete,Lucknow,4.9,926,21,1745.66
SPLR3998,Supplier_2998,Plumbing Pipes,Hyderabad,4.0,490,29,1795.2
SPLR3999,Supplier_2999,Bricks,Kolkata,4.8,566,24,2310.15
SPLR4000,Supplier_3000,Concrete,Delhi,4.4,614,23,1443.01
SPLR4001,Supplier_3001,Bricks,Pune,3.8,405,19,3119.25
SPLR4002,Supplier_3002,Cement,Mumbai,2.8,627,22,1801.47
SPLR4003,Supplier_3003,Sand,Pune,2.9,769,6,4927.44
SPLR4004,Supplier_3004,Electrical Wiring,Lucknow,3.9,611,27,2462.09
SPLR4005,Supplier_3005,Steel,Pune,2.8,62,1,1290.63
SPLR4006,Supplier_3006,Cement,Jaipur,2.7,318,20,812.29
SPLR4007,Supplier_3007,Electrical Wiring,Delhi,4.8,221,9,3746.42
SPLR4008,Supplier_3008,Plumbing Pipes,Chennai,4.9,760,7,3698.96
SPLR4009,Supplier_3009,Glass,Ahmedabad,3.5,651,16,4154.14
SPLR4010,Supplier_3010,Glass,Kolkata,3.3,122,21,2085.62
SPLR4011,Supplier_3011,Bricks,Ahmedabad,2.5,660,16,2282.66
SPLR4012,Supplier_3012,Tiles,Lucknow,4.2,451,11,4866.17
SPLR4013,Supplier_3013,Steel,Mumbai,4.1,608,10,2963.4
SPLR4014,Supplier_3014,Concrete,Pune,4.0,536,4,4966.7
SPLR4015,Supplier_3015,Bricks,Bangalore,2.9,587,24,831.64
SPLR4016,Supplier_3016,Concrete,Bangalore,4.8,485,13,1476.91
SPLR4017,Supplier_3017,Electrical Wiring,Lucknow,3.2,823,1,2897.2
SPLR4018,Supplier_3018,Wood,Chennai,4.3,831,10,928.68
SPLR4019,Supplier_3019,Electrical Wiring,Delhi,2.9,892,28,2199.2
SPLR4020,Supplier_3020,Steel,Hyderabad,3.3,402,23,2637.06
SPLR4021,Supplier_3021,Tiles,Ahmedabad,3.9,517,22,2774.38
SPLR4022,Supplier_3022,Steel,Mumbai,2.6,507,20,1757.56
SPLR4023,Supplier_3023,Tiles,Pune,4.0,464,12,1752.57
SPLR4024,Supplier_3024,Concrete,Mumbai,4.4,75,1,2574.21
SPLR4025,Supplier_3025,Electrical Wiring,Pune,3.8,243,16,3619.58
SPLR4026,Supplier_3026,Cement,Lucknow,4.4,166,8,3153.23
SPLR4027,Supplier_3027,Concrete,Bangalore,4.6,447,19,1341.52
SPLR4028,Supplier_3028,Steel,Bangalore,3.8,704,19,1164.17
SPLR4029,Supplier_3029,Electrical Wiring,Chennai,3.8,569,26,4708.29
SPLR4030,Supplier_3030,Tiles,Ahmedabad,4.6,206,14,2063.19
SPLR4031,Supplier_3031,Steel,Bangalore,2.8,763,6,1349.16
SPLR4032,Supplier_3032,Concrete,Mumbai,3.4,404,1,2782.55
SPLR4033,Supplier_3033,Concrete,Kolkata,2.8,846,14,4809.38
SPLR4034,Supplier_3034,Wood,Bangalore,3.3,417,16,2605.98
SPLR4035,Supplier_3035,Steel,Delhi,3.9,723,20,2200.11
SPLR4036,Supplier_3036,Wood,Kolkata,2.9,520,12,3883.29
SPLR4037,Supplier_3037,Cement,Ahmedabad,3.2,824,9,1108.26
SPLR4038,Supplier_3038,Steel,Lucknow,4.0,500,28,4985.76
SPLR4039,Supplier_3039,Wood,Ahmedabad,3.6,306,26,2996.51
SPLR4040,Supplier_3040,Electrical Wiring,Mumbai,3.0,934,22,883.96
SPLR4041,Supplier_3041,Electrical Wiring,Lucknow,3.1,74,24,4889.28
SPLR4042,Supplier_3042,Wood,Mumbai,4.4,394,11,1354.68
SPLR4043,Supplier_3043,Bricks,Ahmedabad,4.3,392,13,2836.95
SPLR4044,Supplier_3044,Cement,Pune,3.0,686,1,4014.14
SPLR4045,Supplier_3045,Electrical Wiring,Hyderabad,3.5,790,4,2746.86
SPLR4046,Supplier_3046,Plumbing Pipes,Mumbai,3.5,616,1,1338.34
SPLR4047,Supplier_3047,Plumbing Pipes,Jaipur,4.5,509,18,3560.53
SPLR4048,Supplier_3048,Glass,Bangalore,3.4,692,9,3449.81
SPLR4049,Supplier_3049,Glass,Delhi,3.1,535,15,2882.71
SPLR4050,Supplier_3050,Concrete,Chennai,4.5,429,2,4305.19
SPLR4051,Supplier_3051,Steel,Lucknow,2.7,365,23,3857.05
SPLR4052,Supplier_3052,Glass,Delhi,4.2,856,8,4331.92
SPLR4053,Supplier_3053,Concrete,Kolkata,4.8,630,3,3581.46
SPLR4054,Supplier_3054,Tiles,Jaipur,3.2,283,13,2439.56
SPLR4055,Supplier_3055,Electrical Wiring,Ahmedabad,3.6,788,21,1534.18
SPLR4056,Supplier_3056,Tiles,Delhi,2.8,153,9,2431.21
SPLR4057,Supplier_3057,Cement,Ahmedabad,4.4,126,30,1983.87
SPLR4058,Supplier_3058,Bricks,Hyderabad,3.0,754,29,4715.86
SPLR4059,Supplier_3059,Glass,Chennai,2.9,753,28,2256.89
SPLR4060,Supplier_3060,Steel,Ahmedabad,3.0,912,23,4951.13
SPLR4061,Supplier_3061,Plumbing Pipes,Ahmedabad,4.9,293,25,3361.11
SPLR4062,Supplier_3062,Cement,Jaipur,4.7,797,26,4006.28
SPLR4063,Supplier_3063,Concrete,Lucknow,3.9,58,6,3082.32
SPLR4064,Supplier_3064,Concrete,Hyderabad,4.8,784,2,3360.25
SPLR4065,Supplier_3065,Sand,Chennai,3.4,737,30,3468.6
SPLR4066,Supplier_3066,Electrical Wiring,Mumbai,4.7,93,8,4950.08
SPLR4067,Supplier_3067,Steel,Lucknow,2.6,905,14,2247.37
SPLR4068,Supplier_3068,Bricks,Chennai,2.9,399,26,4920.79
SPLR4069,Supplier_3069,Steel,Bangalore,4.9,644,17,2606.17
SPLR4070,Supplier_3070,Cement,Pune,4.1,587,1,3855.31
SPLR4071,Supplier_3071,Concrete,Bangalore,4.4,413,20,968.41
SPLR4072,Supplier_3072,Steel,Pune,3.4,946,2,4670.34
SPLR4073,Supplier_3073,Plumbing Pipes,Pune,4.3,349,24,4215.24
SPLR4074,Supplier_3074,Wood,Pune,2.6,664,27,4370.14
SPLR4075,Supplier_3075,Cement,Bangalore,2.9,607,23,2659.78
SPLR4076,Supplier_3076,Plumbing Pipes,Hyderabad,3.7,343,2,2030.26
SPLR4077,Supplier_3077,Cement,Hyderabad,4.4,55,9,3888.36
SPLR4078,Supplier_3078,Tiles,Pune,2.6,232,27,2202.85
SPLR4079,Supplier_3079,Wood,Delhi,5.0,367,21,1134.08
SPLR4080,Supplier_3080,Steel,Kolkata,3.3,997,16,3329.36
SPLR4081,Supplier_3081,Concrete,Kolkata,4.4,267,23,3700.6
SPLR4082,Supplier_3082,Glass,Chennai,2.7,278,24,3118.27
SPLR4083,Supplier_3083,Tiles,Mumbai,2.8,883,5,4054.33
SPLR4084,Supplier_3084,Glass,Ahmedabad,4.3,666,24,1699.69
SPLR4085,Supplier_3085,Cement,Jaipur,4.3,738,2,4930.14
SPLR4086,Supplier_3086,Bricks,Bangalore,2.7,535,16,2695.96
SPLR4087,Supplier_3087,Cement,Lucknow,3.2,50,6,2632.64
SPLR4088,Supplier_3088,Glass,Ahmedabad,4.0,295,7,1673.07
SPLR4089,Supplier_3089,Glass,Kolkata,2.9,320,8,4346.51
SPLR4090,Supplier_3090,Bricks,Delhi,2.6,426,20,1361.66
SPLR4091,Supplier_3091,Wood,Delhi,4.8,408,20,639.56
SPLR4092,Supplier_3092,Tiles,Delhi,2.6,501,25,4188.46
SPLR4093,Supplier_3093,Plumbing Pipes,Chennai,4.1,677,9,3270.72
SPLR4094,Supplier_3094,Sand,Jaipur,3.2,560,2,2412.61
SPLR4095,Supplier_3095,Glass,Mumbai,4.0,76,17,4823.44
SPLR4096,Supplier_3096,Steel,Delhi,5.0,807,10,4615.27
SPLR4097,Supplier_3097,Bricks,Lucknow,3.5,427,18,937.86
SPLR4098,Supplier_3098,Bricks,Mumbai,4.9,971,13,1115.78
SPLR4099,Supplier_3099,Glass,Lucknow,3.1,79,3,2966.99
SPLR4100,Supplier_3100,Electrical Wiring,Hyderabad,3.8,392,2,1460.88
SPLR4101,Supplier_3101,Bricks,Chennai,3.4,580,26,4799.86
SPLR4102,Supplier_3102,Concrete,Ahmedabad,2.7,514,22,4912.95
SPLR4103,Supplier_3103,Sand,Chennai,3.8,594,30,4050.34
SPLR4104,Supplier_3104,Steel,Chennai,4.3,806,4,4809.97
SPLR4105,Supplier_3105,Cement,Ahmedabad,4.2,704,30,623.61
SPLR4106,Supplier_3106,Wood,Bangalore,3.4,722,12,1982.56
SPLR4107,Supplier_3107,Bricks,Delhi,4.0,618,10,3312.91
SPLR4108,Supplier_3108,Bricks,Lucknow,4.5,305,22,2589.99
SPLR4109,Supplier_3109,Sand,Chennai,2.7,801,15,4608.78
SPLR4110,Supplier_3110,Bricks,Chennai,3.8,367,3,3575.07
SPLR4111,Supplier_3111,Steel,Lucknow,4.2,832,30,623.58
SPLR4112,Supplier_3112,Cement,Kolkata,5.0,974,1,2131.46
SPLR4113,Supplier_3113,Concrete,Ahmedabad,2.6,794,20,3211.01
SPLR4114,Supplier_3114,Tiles,Pune,4.0,927,16,1663.84
SPLR4115,Supplier_3115,Glass,Pune,2.6,398,12,4922.31
SPLR4116,Supplier_3116,Steel,Mumbai,4.6,172,29,4746.63
SPLR4117,Supplier_3117,Steel,Bangalore,3.8,145,24,1774.11
SPLR4118,Supplier_3118,Wood,Pune,3.2,399,21,1190.65
SPLR4119,Supplier_3119,Sand,Chennai,4.9,743,23,718.13
SPLR4120,Supplier_3120,Concrete,Hyderabad,3.2,596,7,3439.24
SPLR4121,Supplier_3121,Wood,Mumbai,4.2,564,7,4064.8
SPLR4122,Supplier_3122,Cement,Mumbai,3.2,710,6,523.37
SPLR4123,Supplier_3123,Concrete,Ahmedabad,3.2,453,18,2043.9
SPLR4124,Supplier_3124,Electrical Wiring,Jaipur,4.3,863,13,2488.34
SPLR4125,Supplier_3125,Steel,Ahmedabad,2.7,583,27,4701.35
SPLR4126,Supplier_3126,Steel,Chennai,4.4,289,29,3215.92
SPLR4127,Supplier_3127,Cement,Pune,2.6,439,15,1372.05
SPLR4128,Supplier_3128,Electrical Wiring,Lucknow,4.3,154,30,695.7
SPLR4129,Supplier_3129,Tiles,Bangalore,4.5,99,28,4710.07
SPLR4130,Supplier_3130,Tiles,Delhi,2.6,120,22,1304.3
SPLR4131,Supplier_3131,Steel,Lucknow,4.2,474,2,793.63
SPLR4132,Supplier_3132,Glass,Kolkata,3.5,715,11,4863.61
SPLR4133,Supplier_3133,Steel,Mumbai,3.0,756,18,1278.9
SPLR4134,Supplier_3134,Plumbing Pipes,Chennai,2.9,906,5,4996.34
SPLR4135,Supplier_3135,Steel,Hyderabad,3.7,964,7,511.02
SPLR4136,Supplier_3136,Cement,Ahmedabad,4.8,551,9,1546.26
SPLR4137,Supplier_3137,Sand,Mumbai,4.2,990,28,4172.75
SPLR4138,Supplier_3138,Plumbing Pipes,Ahmedabad,3.8,280,2,1696.21
SPLR4139,Supplier_3139,Concrete,Kolkata,4.6,531,25,2258.22
SPLR4140,Supplier_3140,Cement,Chennai,3.2,625,14,3078.69
SPLR4141,Supplier_3141,Tiles,Pune,4.4,432,19,4428.96
SPLR4142,Supplier_3142,Cement,Delhi,4.9,176,25,4761.84
SPLR4143,Supplier_3143,Concrete,Kolkata,3.7,633,8,1905.81
SPLR4144,Supplier_3144,Plumbing Pipes,Hyderabad,4.7,378,13,979.0
SPLR4145,Supplier_3145,Sand,Bangalore,4.6,912,20,1875.77
SPLR4146,Supplier_3146,Tiles,Jaipur,3.9,769,6,4407.24
SPLR4147,Supplier_3147,Tiles,Lucknow,3.1,692,30,3394.29
SPLR4148,Supplier_3148,Sand,Kolkata,3.8,143,8,2239.1
SPLR4149,Supplier_3149,Electrical Wiring,Pune,2.7,293,1,4165.12
SPLR4150,Supplier_3150,Cement,Lucknow,3.0,153,9,3258.34
SPLR4151,Supplier_3151,Tiles,Bangalore,3.8,875,2,3929.18
SPLR4152,Supplier_3152,Sand,Chennai,4.3,155,6,2673.89
SPLR4153,Supplier_3153,Steel,Ahmedabad,4.5,165,17,2186.99
SPLR4154,Supplier_3154,Cement,Hyderabad,3.0,486,27,1467.04
SPLR4155,Supplier_3155,Concrete,Pune,4.5,515,18,4364.55
SPLR4156,Supplier_3156,Cement,Delhi,4.9,787,3,2325.98
SPLR4157,Supplier_3157,Concrete,Bangalore,3.2,610,28,3696.38
SPLR4158,Supplier_3158,Tiles,Delhi,3.7,393,8,2152.47
