Project ID,City,Tunnel Length (km),Num of Stations,Num of Workers,Equipment Factor (%),Signal System Complexity (%),Material Factor (%),Gov Regulation Factor (%),Urban Congestion Impact (%),Expected Completion Time (months),Budget (in Crores),Delay time (days),Risk Level
METRO-2063,Chennai,35.76,26,3701,71,1,62,76,61,56,3244.82,106,Medium
METRO-2064,Delhi,46.82,27,1145,99,0,5,51,44,94,2010.31,294,Medium
METRO-2065,Bangalore,28.69,80,4314,17,9,43,32,85,38,4098.12,59,Low
METRO-2066,Mumbai,30.96,17,1651,19,98,0,83,81,95,3142.19,43,Medium
METRO-2067,Hyderabad,4.38,44,3355,67,87,36,72,32,48,4988.5,229,Medium
METRO-2068,Kolkata,43.36,17,1638,7,49,85,73,91,24,3162.6,138,Medium
METRO-2069,Mumbai,14.99,99,1615,89,23,96,97,8,87,739.54,149,Medium
METRO-2070,Hyderabad,31.14,55,4701,55,46,17,82,34,97,1480.58,69,Medium
METRO-2071,Kolkata,48.98,68,3806,60,45,92,14,34,39,1633.81,39,Medium
METRO-2072,Kolkata,30.18,96,1878,38,73,1,23,84,79,614.11,223,Medium
METRO-2073,Mumbai,36.51,87,536,83,19,64,61,46,35,4634.16,17,Medium
METRO-2074,Chennai,22.82,89,902,17,75,69,84,63,112,3321.05,264,Medium
METRO-2075,Chennai,3.96,94,4298,96,59,26,32,52,110,4154.43,272,Medium
METRO-2076,Kolkata,40.08,17,4900,58,22,14,94,24,101,3139.75,20,Medium
METRO-2077,Chennai,2.71,33,924,17,22,77,62,38,31,4357.87,105,Medium
METRO-2078,Delhi,35.33,75,3905,97,72,95,21,7,95,3322.04,30,Medium
METRO-2079,Kolkata,2.12,51,403,82,61,10,26,53,113,870.42,87,Medium
METRO-2080,Kolkata,43.25,30,593,41,3,4,18,10,89,631.94,332,Low
METRO-2081,Hyderabad,8.72,74,186,52,92,82,10,38,96,2494.66,363,Medium
METRO-2082,Chennai,26.2,27,3397,32,26,90,12,42,64,3391.49,332,Low
METRO-2083,Kolkata,30.26,79,3419,20,92,64,70,53,83,4311.06,58,Medium
METRO-2084,Delhi,23.42,60,3676,70,56,40,90,83,43,4528.36,96,Medium
METRO-2085,Hyderabad,17.7,89,3920,59,67,96,23,6,110,4193.82,81,Medium
METRO-2086,Mumbai,23.92,23,1149,13,65,94,45,49,101,976.85,279,Medium
METRO-2087,Kolkata,16.26,54,3701,32,70,28,24,74,81,3900.39,284,Medium
METRO-2088,Delhi,22.47,39,4326,3,56,64,86,86,115,2072.26,345,Medium
METRO-2089,Bangalore,18.59,53,4965,42,42,26,50,57,75,4358.36,4,Medium
METRO-2090,Delhi,28.74,99,3083,1,47,60,62,43,118,4213.83,126,Medium
METRO-2091,Delhi,12.66,50,3220,39,41,40,36,28,73,3428.34,219,Low
METRO-2092,Hyderabad,49.44,97,627,49,97,70,21,86,51,4620.12,250,Medium
METRO-2093,Mumbai,25.54,74,133,94,11,59,21,63,89,2939.53,236,Medium
METRO-2094,Bangalore,10.51,57,2179,62,90,63,2,41,90,1586.69,289,Medium
METRO-2095,Chennai,24.38,35,109,48,53,94,74,0,60,3438.63,82,Medium
METRO-2096,Chennai,43.45,88,1827,93,85,28,52,48,118,1361.07,361,Medium
METRO-2097,Delhi,2.07,26,2878,63,78,66,23,59,87,3929.16,197,Medium
METRO-2098,Hyderabad,34.3,71,3520,49,73,42,88,46,103,4457.4,281,Medium
METRO-2099,Hyderabad,27.85,12,3327,9,34,1,81,15,52,3495.39,246,Low
METRO-2100,Chennai,9.31,23,3198,84,39,49,49,96,79,2706.88,271,Medium
METRO-2101,Bangalore,41.06,35,4144,22,52,8,47,47,30,4784.45,218,Low
METRO-2102,Mumbai,19.08,36,1276,36,83,60,50,66,67,4055.11,212,Medium
METRO-2103,Bangalore,15.4,83,4823,71,31,93,27,32,82,2571.75,60,Medium
METRO-2104,Kolkata,41.58,59,1373,9,83,77,38,42,65,2973.85,218,Medium
METRO-2105,Kolkata,32.29,35,2576,24,4,47,73,2,98,3727.93,122,Low
METRO-2106,Mumbai,45.01,71,3677,32,28,83,97,90,41,2480.82,282,Medium
METRO-2107,Chennai,31.86,55,2441,16,90,13,89,2,68,2314.2,325,Medium
METRO-2108,Mumbai,37.3,78,4639,23,89,85,99,64,81,4404.3,165,High
METRO-2109,Hyderabad,41.99,96,4483,48,10,26,87,7,49,2125.28,217,Low
METRO-2110,Kolkata,3.68,31,2453,29,28,78,19,31,36,4967.26,248,Low
METRO-2111,Delhi,39.03,52,3242,64,19,25,96,82,59,2029.18,233,Medium
METRO-2112,Delhi,31.07,47,2310,80,42,14,35,59,89,3877.96,25,Medium
METRO-2113,Chennai,4.41,99,2735,27,69,94,22,19,56,2789.67,145,Medium
METRO-2114,Hyderabad,25.92,55,3514,12,7,10,24,76,51,764.31,62,Low
METRO-2115,Bangalore,5.04,73,2127,56,44,13,7,61,109,4095.55,295,Low
METRO-2116,Hyderabad,37.06,79,4826,59,65,3,53,73,69,4245.42,292,Medium
METRO-2117,Delhi,27.78,75,4994,9,61,98,5,18,46,3855.99,300,Low
METRO-2118,Delhi,47.73,76,2099,64,54,58,95,59,46,4645.33,27,Medium
METRO-2119,Kolkata,9.97,85,4804,83,90,95,56,84,67,780.14,68,High
METRO-2120,Hyderabad,30.7,54,1124,6,37,35,71,70,62,1891.09,142,Medium
METRO-2121,Hyderabad,11.37,65,1721,59,83,49,32,89,76,4938.53,331,Medium
METRO-2122,Delhi,31.09,45,4671,62,93,31,65,50,118,2770.41,122,Medium
METRO-2123,Bangalore,36.41,55,3111,95,92,77,55,4,46,1710.26,269,Medium
METRO-2124,Chennai,36.39,82,1010,84,65,97,66,57,76,2141.74,196,High
METRO-2125,Chennai,40.94,28,714,25,14,58,1,50,95,4740.63,157,Low
METRO-2126,Hyderabad,42.82,34,4180,70,32,66,73,56,118,3749.88,29,Medium
METRO-2127,Chennai,4.79,56,4617,37,10,36,68,50,104,1045.11,142,Medium
METRO-2128,Delhi,17.82,54,1104,53,39,48,45,19,46,1642.95,107,Medium
METRO-2129,Delhi,34.67,61,3322,44,87,22,32,88,72,985.25,56,Medium
METRO-2130,Hyderabad,25.43,66,1115,57,40,35,46,94,64,4379.74,323,Medium
METRO-2131,Hyderabad,10.34,83,3586,40,78,85,57,29,74,2144.26,200,Medium
METRO-2132,Kolkata,28.08,57,106,44,4,49,85,59,112,4898.72,71,Medium
METRO-2133,Hyderabad,20.96,72,3865,90,72,0,67,83,51,4915.53,24,Medium
METRO-2134,Bangalore,20.11,81,3637,33,3,99,18,15,38,3473.54,80,Low
METRO-2135,Chennai,40.68,73,4299,75,90,49,73,43,44,3604.73,272,Medium
METRO-2136,Hyderabad,20.97,35,4150,75,67,13,2,25,29,2721.32,294,Low
METRO-2137,Mumbai,2.3,80,2611,57,36,57,7,1,31,2379.15,349,Low
METRO-2138,Kolkata,3.85,34,3735,78,12,80,81,90,56,2219.84,279,Medium
METRO-2139,Mumbai,42.96,14,2995,83,20,14,1,57,44,4667.72,337,Low
METRO-2140,Delhi,48.07,98,3900,9,10,58,73,36,108,2297.06,184,Low
METRO-2141,Chennai,34.73,94,4005,89,75,90,83,4,97,4839.08,161,High
METRO-2142,Hyderabad,18.85,48,2513,16,13,80,93,61,91,4025.58,102,Medium
METRO-2143,Mumbai,46.99,10,2016,73,35,1,6,27,32,1542.24,209,Low
METRO-2144,Chennai,33.48,31,4377,60,12,88,88,53,117,2040.03,73,Medium
METRO-2145,Delhi,42.37,24,2390,10,58,71,13,74,51,1165.29,283,Medium
METRO-2146,Bangalore,38.53,96,4415,16,68,62,73,45,117,1202.93,158,Medium
METRO-2147,Kolkata,19.58,24,1991,74,20,9,13,21,110,2995.85,234,Low
METRO-2148,Chennai,24.46,16,4230,14,72,27,32,12,111,1749.62,360,Low
METRO-2149,Chennai,10.12,89,3963,3,96,57,72,43,97,4757.2,2,Medium
METRO-2150,Bangalore,15.31,98,774,88,63,35,18,65,61,2145.23,347,Medium
METRO-2151,Chennai,39.13,53,3009,99,54,34,20,18,106,711.19,103,Medium
METRO-2152,Delhi,44.8,56,2000,52,80,79,53,67,48,1034.11,91,Medium
METRO-2153,Delhi,36.5,14,4042,46,90,80,59,65,44,2156.47,320,Medium
METRO-2154,Bangalore,23.79,9,4603,94,64,51,30,27,43,2868.5,83,Medium
METRO-2155,Kolkata,5.24,68,4199,45,50,64,2,67,39,618.51,51,Medium
METRO-2156,Hyderabad,3.79,62,4556,28,68,85,67,40,25,2053.18,60,Medium
METRO-2157,Mumbai,19.34,12,3137,30,75,67,31,11,70,3827.91,41,Medium
METRO-2158,Hyderabad,23.73,34,689,72,24,59,46,89,59,958.55,312,Medium
METRO-2159,Chennai,30.85,21,1989,47,24,26,50,70,60,1007.69,180,Medium
METRO-2160,Mumbai,1.32,71,2482,55,11,20,76,84,34,1917.47,258,Medium
METRO-2161,Bangalore,49.5,25,3462,64,10,74,81,30,30,957.87,88,Medium
METRO-2162,Bangalore,18.83,20,2432,2,93,30,73,29,107,2217.97,353,Medium
METRO-2163,Kolkata,42.56,31,1159,3,47,67,16,43,64,3740.11,31,Low
METRO-2164,Mumbai,27.21,10,3495,18,90,86,23,50,30,4924.2,198,Medium
METRO-2165,Delhi,7.39,46,494,40,80,43,82,75,76,703.81,122,Medium
METRO-2166,Mumbai,40.08,20,666,21,93,99,51,35,98,3102.08,151,Medium
METRO-2167,Chennai,35.78,49,1172,71,2,23,62,16,86,1514.16,306,Low
METRO-2168,Delhi,26.84,7,2610,24,74,10,32,58,83,2493.65,293,Low
METRO-2169,Bangalore,26.21,44,2502,3,48,36,5,53,64,4972.22,71,Low
METRO-2170,Mumbai,5.29,24,2202,52,32,11,53,49,114,4969.51,318,Low
METRO-2171,Hyderabad,33.14,11,3483,50,46,61,51,78,56,3231.26,98,Medium
METRO-2172,Kolkata,45.65,63,4455,77,72,52,97,67,31,1247.2,352,High
METRO-2173,Hyderabad,5.57,15,1014,4,17,9,39,57,95,2751.8,324,Low
METRO-2174,Kolkata,13.91,97,1211,49,0,53,48,79,24,4262.38,29,Medium
METRO-2175,Chennai,45.21,56,3561,49,69,99,35,71,84,3080.75,257,Medium
METRO-2176,Hyderabad,14.93,7,4023,58,97,29,18,56,55,3729.29,266,Medium
METRO-2177,Mumbai,33.04,25,2417,92,4,14,35,15,118,3970.24,286,Low
METRO-2178,Mumbai,27.21,57,1065,20,2,70,0,35,26,2549.41,111,Low
METRO-2179,Hyderabad,30.22,34,3631,78,89,31,42,0,108,3516.0,301,Medium
METRO-2180,Mumbai,21.37,15,1249,22,69,39,76,56,92,1060.85,22,Medium
METRO-2181,Chennai,15.7,85,2332,80,10,70,24,46,67,2221.73,37,Medium
METRO-2182,Delhi,3.38,29,464,2,74,5,75,61,37,2794.61,318,Medium
METRO-2183,Chennai,37.47,54,3713,96,39,43,28,77,73,3774.57,125,Medium
METRO-2184,Kolkata,37.56,93,4915,49,63,93,90,76,47,2586.57,293,High
METRO-2185,Chennai,33.87,13,1131,53,79,61,89,84,119,4811.57,265,High
METRO-2186,Kolkata,32.54,49,753,90,83,78,71,84,103,1780.13,85,High
METRO-2187,Mumbai,12.94,33,3895,15,83,97,23,42,100,1302.13,119,Medium
METRO-2188,Delhi,2.09,66,3967,5,89,47,19,63,76,1392.55,208,Medium
METRO-2189,Mumbai,40.63,19,4186,40,57,69,46,41,47,2168.76,94,Medium
METRO-2190,Bangalore,25.07,23,3303,53,98,26,83,36,32,2889.84,344,Medium
METRO-2191,Mumbai,16.04,19,4518,9,24,49,64,22,103,1905.47,241,Low
METRO-2192,Kolkata,5.99,43,2249,28,29,40,87,79,67,4403.42,230,Medium
METRO-2193,Mumbai,4.07,39,4990,58,39,41,56,50,63,3655.87,168,Medium
METRO-2194,Mumbai,18.09,17,1589,80,24,67,23,75,112,1693.75,313,Medium
METRO-2195,Delhi,40.43,20,4939,45,9,14,86,63,38,3937.25,46,Medium
METRO-2196,Mumbai,46.02,71,3974,77,56,79,60,28,53,3093.03,281,Medium
METRO-2197,Delhi,44.94,99,3738,11,34,78,97,67,65,3584.93,319,Medium
METRO-2198,Hyderabad,46.08,59,1377,28,26,84,72,52,36,4741.33,354,Medium
METRO-2199,Bangalore,45.48,69,4922,77,67,52,95,56,83,1604.82,49,High
METRO-2200,Delhi,26.83,39,4524,71,61,86,59,50,44,4638.69,330,Medium
METRO-2201,Kolkata,11.75,20,3470,48,79,24,2,34,102,3665.95,79,Low
METRO-2202,Hyderabad,40.1,5,2517,39,28,59,96,36,24,1439.91,356,Medium
METRO-2203,Delhi,11.47,54,3842,80,98,8,76,77,81,4589.01,86,Medium
METRO-2204,Delhi,14.09,18,358,42,20,53,8,19,39,2481.89,211,Low
METRO-2205,Bangalore,12.43,66,4572,86,40,31,0,46,52,1433.11,103,Low
METRO-2206,Kolkata,26.23,11,244,6,30,62,12,61,110,1701.19,340,Low
METRO-2207,Chennai,16.77,27,3210,11,18,68,20,31,106,3776.64,57,Low
METRO-2208,Chennai,8.55,67,2853,79,37,36,74,87,58,4744.03,90,Medium
METRO-2209,Delhi,23.21,33,808,12,31,92,36,23,80,1571.86,99,Low
METRO-2210,Mumbai,43.82,26,345,60,3,20,76,59,50,4626.18,64,Medium
METRO-2211,Kolkata,28.96,84,4528,46,77,63,33,22,83,788.23,237,Medium
METRO-2212,Hyderabad,44.04,97,1711,18,64,0,64,38,81,1061.3,232,Low
METRO-2213,Mumbai,10.6,10,2912,2,82,70,52,68,30,2131.81,212,Medium
METRO-2214,Mumbai,9.18,86,4473,71,47,69,68,94,99,3145.02,175,Medium
METRO-2215,Kolkata,29.2,33,1487,39,31,82,18,48,71,3081.71,207,Medium
METRO-2216,Delhi,23.7,93,3623,11,7,39,84,14,63,701.59,107,Low
METRO-2217,Delhi,33.35,6,1834,30,4,13,95,80,33,662.94,95,Medium
METRO-2218,Delhi,39.94,68,351,34,71,5,58,14,45,3465.13,124,Low
METRO-2219,Delhi,37.81,40,3043,83,48,58,4,24,56,2507.12,213,Medium
METRO-2220,Chennai,47.17,24,2105,91,69,8,3,58,99,2665.32,300,Medium
METRO-2221,Delhi,20.51,59,3413,65,98,95,63,80,86,634.95,362,High
METRO-2222,Chennai,11.11,41,1376,26,52,71,97,32,115,4994.3,19,Medium
METRO-2223,Chennai,27.99,56,1127,2,59,85,62,12,44,3150.26,324,Medium
METRO-2224,Delhi,6.43,73,1496,47,60,71,65,82,61,4613.74,149,Medium
METRO-2225,Bangalore,15.15,74,1548,20,61,61,58,64,72,2146.49,224,Medium
METRO-2226,Hyderabad,11.19,26,1302,51,74,33,67,81,102,3023.71,218,Medium
METRO-2227,Mumbai,20.43,89,111,6,12,8,22,52,55,2414.38,192,Low
METRO-2228,Chennai,6.45,87,1416,50,88,73,78,96,93,1038.58,175,High
METRO-2229,Kolkata,2.56,19,869,96,50,21,34,13,56,2458.14,146,Medium
METRO-2230,Kolkata,33.18,51,2406,44,28,76,53,78,106,1560.26,16,Medium
METRO-2231,Hyderabad,30.9,75,4624,45,19,41,65,8,53,1680.39,93,Low
METRO-2232,Kolkata,35.71,85,1456,32,34,98,92,64,50,3888.57,293,Medium
METRO-2233,Bangalore,33.36,73,3283,35,89,71,77,63,49,2036.69,104,Medium
METRO-2234,Kolkata,6.6,56,2073,16,83,76,85,52,79,3843.77,78,Medium
METRO-2235,Mumbai,15.26,43,2353,5,40,98,62,30,110,4923.97,167,Medium
METRO-2236,Mumbai,7.35,6,2369,20,43,92,22,29,86,1966.15,28,Medium
METRO-2237,Chennai,42.31,95,1136,37,43,73,50,0,82,1560.96,140,Medium
METRO-2238,Delhi,37.6,49,2652,33,5,29,23,42,51,3886.82,297,Low
METRO-2239,Bangalore,10.87,28,2748,48,62,69,19,9,27,3086.57,253,Medium
METRO-2240,Chennai,17.72,65,1854,60,16,28,29,7,98,4082.39,50,Low
METRO-2241,Bangalore,48.36,96,3386,57,90,37,82,39,44,1212.41,332,Medium
METRO-2242,Delhi,30.11,69,4138,75,40,4,66,45,96,3447.69,347,Medium
METRO-2243,Kolkata,40.26,57,4717,11,82,6,97,55,35,3742.88,298,Medium
METRO-2244,Kolkata,13.96,25,3900,17,95,10,11,4,24,1102.6,217,Low
METRO-2245,Delhi,11.29,96,1244,61,22,83,33,36,76,1192.33,4,Medium
METRO-2246,Chennai,39.41,71,1798,5,37,26,4,25,79,4730.41,266,Low
METRO-2247,Delhi,34.61,98,2452,76,40,62,46,48,35,1354.98,86,Medium
METRO-2248,Hyderabad,34.37,5,319,94,30,78,6,81,110,3590.46,357,Medium
METRO-2249,Mumbai,28.08,63,1732,88,15,92,78,30,93,2946.22,70,Medium
METRO-2250,Chennai,28.62,51,710,47,2,11,57,8,119,4222.92,133,Low
METRO-2251,Bangalore,37.05,22,4329,87,79,58,52,8,77,726.63,254,Medium
METRO-2252,Hyderabad,14.23,37,4342,10,15,57,88,40,51,564.77,100,Medium
METRO-2253,Chennai,18.29,19,3284,32,67,37,81,42,97,3876.4,260,Medium
METRO-2254,Delhi,43.71,28,532,20,68,32,87,39,103,4452.62,275,Medium
METRO-2255,Delhi,16.13,40,3537,23,53,34,87,63,107,3349.55,131,Medium
METRO-2256,Delhi,27.77,64,3205,54,91,54,94,57,79,2226.37,52,High
METRO-2257,Delhi,35.43,38,161,48,86,58,9,2,109,2488.8,353,Medium
METRO-2258,Bangalore,50.0,94,4282,83,41,43,3,10,65,3996.99,315,Low
METRO-2259,Hyderabad,22.33,55,990,8,63,47,61,9,84,2819.83,19,Medium
METRO-2260,Kolkata,21.98,44,3806,94,18,96,70,47,47,3591.67,341,Medium
METRO-2261,Mumbai,42.29,26,4021,91,88,14,53,65,117,4767.91,310,Medium
METRO-2262,Bangalore,40.47,20,3072,37,82,99,89,8,101,1735.15,98,Medium
METRO-2263,Bangalore,36.82,46,1439,4,61,54,68,12,113,1202.94,111,Medium
METRO-2264,Kolkata,23.7,20,4594,40,2,94,93,83,95,4323.89,21,Medium
METRO-2265,Kolkata,16.87,9,2960,33,7,41,66,88,49,3630.83,260,Medium
METRO-2266,Mumbai,30.83,10,2478,73,89,24,63,21,70,2674.75,17,Medium
METRO-2267,Mumbai,43.93,46,4958,95,30,1,71,61,45,3059.18,55,Medium
METRO-2268,Kolkata,44.31,92,2182,62,18,81,50,20,71,4593.27,128,Medium
METRO-2269,Delhi,6.32,34,877,16,80,40,19,67,63,4807.15,292,Medium
METRO-2270,Bangalore,21.99,36,1506,52,64,43,31,44,35,551.39,84,Medium
METRO-2271,Chennai,23.77,57,3857,35,52,49,16,63,87,3759.41,48,Medium
METRO-2272,Mumbai,48.9,23,2857,35,12,89,37,98,32,4886.99,201,Medium
METRO-2273,Mumbai,34.22,55,1846,12,58,77,87,70,117,1342.0,193,Medium
METRO-2274,Kolkata,20.96,32,3667,19,56,70,56,62,60,1306.76,173,Medium
METRO-2275,Hyderabad,2.28,51,2224,50,42,43,24,0,41,1064.72,217,Low
METRO-2276,Chennai,28.7,76,2521,82,11,89,53,95,63,2410.2,110,Medium
METRO-2277,Chennai,5.71,5,152,85,95,58,39,69,58,4011.46,263,Medium
METRO-2278,Mumbai,41.89,72,4453,15,87,56,74,8,43,2934.68,197,Medium
METRO-2279,Delhi,37.87,61,2279,5,97,39,89,77,84,2241.75,187,Medium
METRO-2280,Hyderabad,23.56,26,1834,74,23,59,8,98,35,3080.55,241,Medium
METRO-2281,Chennai,22.03,90,3566,9,41,14,3,83,84,2078.98,12,Low
METRO-2282,Mumbai,44.97,98,4790,30,8,74,23,45,82,2784.08,120,Low
METRO-2283,Chennai,15.13,62,1027,17,47,93,11,73,67,2620.43,18,Medium
METRO-2284,Hyderabad,13.2,95,4444,95,67,59,40,10,60,4621.79,220,Medium
METRO-2285,Hyderabad,47.02,95,4116,40,47,65,95,13,62,2900.74,207,Medium
METRO-2286,Bangalore,40.65,17,4849,46,24,38,6,29,78,3466.42,323,Low
METRO-2287,Kolkata,41.21,43,1546,23,99,89,47,88,53,1833.26,117,Medium
METRO-2288,Kolkata,10.56,31,2799,79,23,46,22,60,90,2130.23,308,Medium
METRO-2289,Mumbai,8.02,43,439,92,22,12,79,11,95,4895.57,160,Medium
METRO-2290,Hyderabad,2.28,76,2521,88,61,95,3,83,76,3241.52,150,Medium
METRO-2291,Bangalore,12.62,16,4046,88,78,20,59,54,65,1849.45,322,Medium
METRO-2292,Bangalore,38.94,28,2663,39,88,13,65,93,51,819.05,245,Medium
METRO-2293,Chennai,12.76,22,3439,44,60,78,96,93,78,3232.43,42,High
METRO-2294,Chennai,36.73,19,4099,82,9,21,53,89,88,874.38,265,Medium
METRO-2295,Bangalore,13.34,64,1480,73,9,72,44,75,104,1227.81,47,Medium
METRO-2296,Chennai,20.37,20,2455,0,69,71,55,16,38,1472.26,335,Medium
METRO-2297,Hyderabad,49.17,78,4038,26,68,73,14,41,104,3384.55,283,Medium
METRO-2298,Delhi,13.0,51,701,21,59,15,45,37,35,2314.52,345,Low
METRO-2299,Hyderabad,19.44,28,1771,27,92,72,18,7,84,3789.06,81,Medium
METRO-2300,Bangalore,15.75,49,2879,47,83,93,58,77,42,1494.28,30,High
METRO-2301,Bangalore,6.37,23,3865,34,64,0,91,44,112,4479.07,261,Medium
METRO-2302,Hyderabad,25.0,95,2638,2,85,74,26,84,68,1455.74,72,Medium
METRO-2303,Chennai,19.56,45,738,37,56,33,87,48,61,649.39,231,Medium
METRO-2304,Chennai,35.05,35,2785,89,86,71,54,70,90,2532.15,164,High
METRO-2305,Kolkata,41.06,89,4175,43,89,5,54,81,111,1057.6,296,Medium
METRO-2306,Bangalore,27.67,20,4902,4,13,32,85,80,90,2415.82,310,Medium
METRO-2307,Mumbai,2.58,27,1474,73,35,74,57,11,68,4865.02,225,Medium
METRO-2308,Kolkata,31.33,82,1826,6,61,9,50,99,35,4104.03,15,Medium
METRO-2309,Chennai,3.71,27,756,93,75,90,28,23,95,2574.82,85,Medium
METRO-2310,Hyderabad,31.2,45,3062,88,14,80,55,84,73,3778.9,15,Medium
METRO-2311,Chennai,34.57,22,2975,41,48,50,94,44,119,2414.81,347,Medium
METRO-2312,Hyderabad,10.69,40,679,97,79,24,37,61,109,504.77,233,Medium
METRO-2313,Kolkata,41.15,16,259,56,14,69,62,26,37,4103.19,81,Medium
METRO-2314,Bangalore,45.64,79,3672,84,71,81,98,80,103,3931.75,50,High
METRO-2315,Chennai,40.84,73,1589,28,43,42,61,0,46,4629.03,341,Low
METRO-2316,Hyderabad,15.95,55,2995,80,77,41,60,63,101,1018.24,111,Medium
METRO-2317,Bangalore,29.75,89,4028,62,1,2,50,10,103,4158.03,305,Low
METRO-2318,Mumbai,45.83,36,2645,35,75,80,85,78,57,4143.38,283,High
METRO-2319,Hyderabad,16.71,97,563,39,62,63,38,44,66,2135.91,354,Medium
METRO-2320,Kolkata,41.18,75,2489,20,23,41,83,11,105,2310.52,35,Low
METRO-2321,Mumbai,1.46,40,607,97,1,53,80,69,58,2391.63,193,Medium
METRO-2322,Mumbai,1.18,44,1407,52,81,14,86,0,112,2095.07,214,Medium
METRO-2323,Delhi,38.23,95,1121,15,3,15,83,8,76,3117.04,229,Low
METRO-2324,Chennai,38.31,74,2722,45,91,51,53,20,37,2815.37,296,Medium
METRO-2325,Hyderabad,39.66,42,3033,8,88,62,35,43,90,3091.56,112,Medium
METRO-2326,Mumbai,46.57,58,3042,2,39,43,18,0,89,3202.34,225,Low
METRO-2327,Delhi,6.78,8,4891,22,6,45,67,22,78,3621.96,290,Low
METRO-2328,Kolkata,12.37,50,3493,12,75,99,22,18,65,1827.13,51,Medium
METRO-2329,Bangalore,45.28,67,2943,37,60,19,74,33,109,1354.17,320,Medium
METRO-2330,Hyderabad,9.68,78,765,33,43,58,60,75,112,2881.99,79,Medium
METRO-2331,Mumbai,34.43,54,3743,93,82,65,0,73,49,2442.18,96,Medium
METRO-2332,Chennai,26.99,34,867,25,67,2,2,81,95,3707.99,190,Low
METRO-2333,Delhi,5.08,77,2330,31,1,29,47,63,50,3061.05,153,Low
METRO-2334,Mumbai,14.98,20,483,19,87,43,82,85,112,3617.56,336,Medium
METRO-2335,Chennai,26.5,56,4220,45,44,60,70,7,61,1373.01,105,Medium
METRO-2336,Mumbai,42.77,8,1437,54,10,72,46,73,116,4958.0,42,Medium
METRO-2337,Hyderabad,35.67,30,2185,8,87,83,16,42,42,1533.15,236,Medium
METRO-2338,Hyderabad,31.47,33,4497,50,38,75,9,13,81,2289.74,197,Low
METRO-2339,Hyderabad,25.31,96,4142,56,72,12,61,82,29,3737.04,267,Medium
METRO-2340,Kolkata,15.64,15,4159,79,6,66,35,7,67,613.86,229,Low
METRO-2341,Kolkata,6.84,96,1492,44,28,26,37,66,24,4220.39,23,Low
METRO-2342,Delhi,21.04,28,2247,37,98,17,40,1,53,3105.92,137,Medium
METRO-2343,Hyderabad,2.4,55,1511,67,63,48,42,82,103,4463.55,296,Medium
METRO-2344,Chennai,11.34,46,2806,11,23,33,70,4,105,2940.52,320,Low
METRO-2345,Mumbai,22.19,43,1915,89,66,51,72,73,102,622.25,168,High
METRO-2346,Bangalore,21.51,11,4250,9,0,74,61,92,74,2720.42,158,Medium
METRO-2347,Chennai,3.17,22,2731,79,96,75,92,32,86,4535.03,35,High
METRO-2348,Kolkata,29.86,7,2274,64,45,83,56,47,52,1663.53,249,Medium
METRO-2349,Kolkata,27.93,67,4151,11,97,70,21,14,103,1939.1,175,Medium
METRO-2350,Chennai,4.83,24,3492,51,42,45,36,5,39,646.4,339,Low
METRO-2351,Kolkata,47.21,98,3567,50,9,79,29,11,108,4329.52,282,Low
METRO-2352,Hyderabad,5.87,77,4348,85,78,82,32,72,69,4401.99,25,Medium
METRO-2353,Delhi,42.89,78,1272,63,74,77,21,69,47,1230.74,37,Medium
METRO-2354,Mumbai,1.02,74,325,56,32,54,41,84,66,1460.77,29,Medium
METRO-2355,Delhi,44.23,21,2839,92,60,27,15,60,102,2901.46,75,Medium
METRO-2356,Mumbai,1.97,83,1433,18,95,35,55,29,59,1469.44,158,Medium
METRO-2357,Mumbai,38.13,63,518,29,37,40,66,81,38,1454.49,156,Medium
METRO-2358,Delhi,18.72,58,4710,91,19,62,45,33,102,2309.94,75,Medium
METRO-2359,Chennai,37.17,17,4484,84,95,6,73,15,69,3044.23,151,Medium
METRO-2360,Mumbai,20.69,46,2348,81,71,49,16,46,61,621.59,241,Medium
METRO-2361,Delhi,4.47,48,2814,23,52,62,74,10,44,4454.21,85,Medium
METRO-2362,Mumbai,38.61,90,2916,25,54,60,91,21,24,3754.5,321,Medium
METRO-2363,Bangalore,4.49,84,267,35,16,72,16,1,112,895.88,163,Low
METRO-2364,Chennai,46.18,71,1798,55,45,33,96,0,48,3088.21,255,Medium
METRO-2365,Hyderabad,3.5,76,1418,79,99,87,93,36,74,1095.75,339,High
METRO-2366,Mumbai,24.49,24,3182,57,1,80,86,30,41,3580.57,208,Medium
METRO-2367,Bangalore,36.43,51,2504,31,97,60,5,4,27,1375.47,9,Low
METRO-2368,Hyderabad,20.27,28,2094,1,10,30,48,98,68,1558.63,223,Low
METRO-2369,Hyderabad,11.64,55,2278,72,77,14,16,65,46,4296.02,205,Medium
METRO-2370,Mumbai,38.2,22,4799,81,81,27,63,59,48,1900.57,73,Medium
METRO-2371,Delhi,39.43,27,3485,48,9,43,76,50,53,4258.5,241,Medium
METRO-2372,Mumbai,46.21,5,210,45,22,14,18,21,118,3912.96,166,Low
METRO-2373,Bangalore,19.43,70,346,82,87,80,62,55,109,1938.38,338,High
METRO-2374,Hyderabad,25.81,9,4607,54,43,23,17,85,101,3603.6,56,Medium
METRO-2375,Mumbai,18.79,22,2720,11,74,76,32,29,69,536.36,69,Medium
