Supplier_ID,Supplier_Name,Location,Material_Type,Lead_Time (days),Historical_Delay (days),Quality_Rating (1-5),Avg_Cost_per_Unit (INR),Financial_Stability_Score,Past_Contract_Failures,Alternative_Suppliers,Climate_Risk,Delivery_Mode,Reliability_Score (0-1),Geo_Proximity (km),Inventory_Buffer_Level
S3456,Supplier_3456,Delhi,Wood,11,10,4.2,4965,9.4,1,"S12068, S10925",Low,Road,0.84,86,Medium
S3457,Supplier_3457,Hyderabad,Concrete,18,8,3.5,2914,8.4,2,"S2223, S389",Medium,Air,0.96,91,Medium
S3458,Supplier_3458,Kolkata,Wood,13,1,4.1,9804,7.0,0,"S14508, S12766",Medium,Ship,0.85,52,Medium
S3459,Supplier_3459,Delhi,Wood,5,3,3.3,2323,9.4,2,"S5077, S11313",Low,Rail,0.7,75,High
S3460,Supplier_3460,Kolkata,Concrete,29,9,3.3,5442,8.7,0,"S14619, S11556",High,Road,0.76,59,Low
S3461,Supplier_3461,Delhi,Cement,18,3,3.5,6546,7.7,1,"S8239, S7753",High,Ship,0.81,39,Medium
S3462,Supplier_3462,Bangalore,Wood,9,3,3.5,2427,6.7,2,"S11161, S5883",Medium,Ship,0.83,64,Low
S3463,Supplier_3463,Hyderabad,Concrete,27,9,3.4,8888,5.4,3,"S4179, S11698",Medium,Air,0.76,64,High
S3464,Supplier_3464,Chennai,Concrete,6,6,3.9,6482,8.9,3,"S4467, S8409",Low,Ship,0.87,39,Low
S3465,Supplier_3465,Mumbai,Cement,17,2,3.8,7742,7.4,3,"S7220, S484",Medium,Road,0.96,85,Medium
S3466,Supplier_3466,Bangalore,Steel,24,6,3.9,3976,8.0,1,"S13222, S6001",Low,Rail,0.74,54,Low
S3467,Supplier_3467,Bangalore,Cement,25,4,4.7,3945,6.9,2,"S8614, S13114",High,Air,0.72,66,Medium
S3468,Supplier_3468,Kolkata,Cement,9,1,3.6,3759,6.6,1,"S14270, S10358",Low,Road,0.72,77,High
S3469,Supplier_3469,Delhi,Cement,12,5,3.8,8418,7.6,1,"S11108, S12984",Medium,Ship,0.93,56,High
S3470,Supplier_3470,Mumbai,Steel,19,10,4.9,9308,8.8,2,"S8655, S4523",Medium,Ship,0.8,28,Medium
S3471,Supplier_3471,Hyderabad,Glass,30,7,3.1,3160,7.4,1,"S1664, S7197",High,Rail,0.9,42,High
S3472,Supplier_3472,Delhi,Wood,19,5,3.2,8084,6.7,3,"S2335, S9258",Low,Rail,0.79,21,Low
S3473,Supplier_3473,Hyderabad,Steel,9,8,3.6,4745,6.9,0,"S7941, S5175",Medium,Rail,0.83,51,Medium
S3474,Supplier_3474,Mumbai,Glass,20,10,4.7,3745,6.0,2,"S5416, S5376",High,Road,0.95,56,Low
S3475,Supplier_3475,Bangalore,Bricks,9,0,3.9,7657,5.3,1,"S8754, S1100",High,Rail,0.74,32,Low
S3476,Supplier_3476,Bangalore,Wood,16,7,3.7,2344,9.9,2,"S11605, S6549",High,Ship,0.92,97,High
S3477,Supplier_3477,Mumbai,Cement,8,7,4.4,8434,10.0,2,"S9096, S8446",Medium,Road,0.96,79,Low
S3478,Supplier_3478,Bangalore,Steel,16,7,4.9,8867,5.2,2,"S3586, S5118",Medium,Air,0.93,67,Low
S3479,Supplier_3479,Bangalore,Bricks,5,10,3.0,4917,9.6,1,"S2758, S8825",High,Road,0.72,52,High
S3480,Supplier_3480,Hyderabad,Bricks,17,2,4.1,2270,5.3,3,"S8250, S13595",High,Air,0.73,21,Medium
S3481,Supplier_3481,Chennai,Steel,14,2,4.4,2544,7.8,2,"S321, S9608",Medium,Ship,0.98,32,Medium
S3482,Supplier_3482,Chennai,Concrete,7,4,5.0,2426,9.5,0,"S7458, S13576",Low,Ship,0.84,79,Low
S3483,Supplier_3483,Chennai,Cement,8,4,3.6,3221,5.1,3,"S7223, S6813",Medium,Road,0.8,15,Low
S3484,Supplier_3484,Delhi,Bricks,19,3,4.5,4154,7.5,1,"S2683, S4194",High,Road,0.77,87,Low
S3485,Supplier_3485,Delhi,Concrete,16,1,4.0,5968,9.4,3,"S418, S4532",Low,Air,0.78,18,Low
S3486,Supplier_3486,Bangalore,Concrete,6,9,4.8,9074,7.3,2,"S11326, S14073",Low,Rail,0.98,91,High
S3487,Supplier_3487,Delhi,Cement,6,9,3.6,5753,7.7,3,"S11010, S9469",Medium,Ship,0.74,86,High
S3488,Supplier_3488,Chennai,Glass,26,6,4.9,4809,7.6,0,"S7321, S9017",High,Ship,0.86,52,High
S3489,Supplier_3489,Bangalore,Cement,8,7,4.2,2502,8.5,3,"S7888, S12194",High,Air,0.93,19,Low
S3490,Supplier_3490,Hyderabad,Bricks,21,3,4.8,8972,7.0,2,"S2081, S13420",Low,Road,0.79,24,Low
S3491,Supplier_3491,Bangalore,Concrete,24,1,3.9,9094,9.0,0,"S5299, S3310",Low,Rail,0.86,79,Medium
S3492,Supplier_3492,Bangalore,Glass,29,0,4.5,9474,9.8,1,"S10049, S5639",Low,Rail,0.9,91,Low
S3493,Supplier_3493,Hyderabad,Wood,21,1,3.4,4969,6.8,1,"S12469, S151",High,Rail,0.91,53,High
S3494,Supplier_3494,Delhi,Steel,24,10,3.3,8291,5.8,1,"S2670, S7294",High,Rail,0.73,26,Medium
S3495,Supplier_3495,Chennai,Steel,17,3,4.7,8356,5.8,2,"S2031, S2947",Low,Ship,0.99,26,Low
S3496,Supplier_3496,Mumbai,Wood,17,1,4.0,9569,8.6,3,"S7052, S6086",Low,Rail,0.75,76,Medium
S3497,Supplier_3497,Bangalore,Cement,6,3,3.7,3731,5.9,3,"S14237, S1528",High,Ship,0.99,96,Medium
S3498,Supplier_3498,Chennai,Cement,30,5,3.9,2074,6.8,1,"S11468, S8451",High,Rail,0.7,51,Medium
S3499,Supplier_3499,Delhi,Steel,13,7,3.2,6752,6.8,2,"S14397, S3499",Low,Ship,0.86,13,Low
S3500,Supplier_3500,Chennai,Cement,22,7,4.8,5137,7.0,0,"S14874, S10438",Low,Ship,0.77,59,Medium
S3501,Supplier_3501,Delhi,Wood,26,6,4.4,6163,8.4,1,"S8733, S10431",Low,Rail,0.92,46,High
S3502,Supplier_3502,Hyderabad,Glass,10,8,3.5,7955,10.0,3,"S11938, S8299",Medium,Rail,0.9,33,High
S3503,Supplier_3503,Bangalore,Glass,19,5,3.4,9154,6.2,3,"S9831, S9620",Medium,Rail,0.71,14,High
S3504,Supplier_3504,Kolkata,Bricks,18,10,4.7,5768,5.2,2,"S6654, S8112",Medium,Ship,0.85,47,Low
S3505,Supplier_3505,Hyderabad,Concrete,18,2,3.3,2246,5.7,2,"S841, S14846",Low,Road,0.78,52,Low
S3506,Supplier_3506,Bangalore,Cement,6,5,3.3,5189,7.4,3,"S14749, S12779",Low,Ship,0.83,84,Medium
S3507,Supplier_3507,Hyderabad,Bricks,6,3,4.7,9967,5.0,3,"S9977, S5399",Low,Rail,0.97,24,High
S3508,Supplier_3508,Delhi,Bricks,27,2,4.9,3406,6.3,0,"S14016, S9120",Low,Road,0.95,52,Low
S3509,Supplier_3509,Kolkata,Cement,17,5,4.0,2439,5.4,0,"S5525, S3691",Medium,Road,0.73,75,Medium
S3510,Supplier_3510,Hyderabad,Bricks,14,6,4.1,9719,8.8,0,"S9099, S12797",High,Road,0.77,14,High
S3511,Supplier_3511,Chennai,Wood,22,6,3.0,5962,7.6,3,"S12456, S4444",Medium,Ship,0.94,98,Low
S3512,Supplier_3512,Mumbai,Steel,15,3,3.6,5338,9.6,2,"S10202, S13675",Low,Rail,0.81,16,Medium
S3513,Supplier_3513,Chennai,Glass,30,4,3.8,9732,6.7,0,"S3158, S7423",High,Ship,0.85,87,High
S3514,Supplier_3514,Hyderabad,Steel,18,3,4.0,2917,9.9,0,"S11611, S12500",Low,Air,0.91,91,Medium
S3515,Supplier_3515,Delhi,Glass,16,6,4.2,5312,5.5,0,"S3574, S12854",High,Ship,0.75,99,High
S3516,Supplier_3516,Bangalore,Steel,25,10,3.8,2241,9.0,1,"S5753, S2572",Low,Ship,0.74,60,Medium
S3517,Supplier_3517,Kolkata,Wood,16,0,4.0,2208,9.2,3,"S10451, S13276",High,Road,0.71,24,High
S3518,Supplier_3518,Mumbai,Cement,7,0,4.5,5377,8.5,3,"S4788, S9196",Medium,Ship,0.82,92,Low
S3519,Supplier_3519,Delhi,Bricks,26,4,3.6,5012,5.7,0,"S2364, S13134",Medium,Air,0.87,43,Low
S3520,Supplier_3520,Delhi,Bricks,12,8,4.3,5610,5.4,2,"S12536, S11760",Medium,Air,0.99,75,High
S3521,Supplier_3521,Hyderabad,Wood,20,0,3.5,6774,9.9,1,"S7888, S8166",High,Ship,0.92,45,Low
S3522,Supplier_3522,Hyderabad,Glass,5,6,3.9,8102,6.9,1,"S809, S7329",High,Air,0.73,70,Low
S3523,Supplier_3523,Mumbai,Glass,8,8,3.1,2130,5.5,2,"S13222, S564",Medium,Road,0.9,19,High
S3524,Supplier_3524,Chennai,Wood,7,3,3.1,4701,5.1,1,"S5429, S9444",Medium,Road,0.85,27,Low
S3525,Supplier_3525,Mumbai,Steel,7,3,4.0,6976,5.5,3,"S7894, S12362",High,Road,0.73,75,Medium
S3526,Supplier_3526,Chennai,Bricks,30,1,4.7,8745,9.3,2,"S7615, S051",High,Air,0.75,11,Low
S3527,Supplier_3527,Kolkata,Concrete,8,5,3.0,2300,9.6,2,"S7719, S7954",Low,Rail,0.8,88,High
S3528,Supplier_3528,Mumbai,Cement,28,1,3.8,2050,9.0,0,"S2162, S4305",High,Rail,0.73,60,Medium
S3529,Supplier_3529,Chennai,Steel,30,8,4.1,4837,6.6,1,"S8458, S6755",Low,Ship,0.73,21,Low
S3530,Supplier_3530,Hyderabad,Steel,28,8,3.9,2844,7.7,0,"S3008, S7756",Medium,Ship,0.78,45,Low
S3531,Supplier_3531,Kolkata,Glass,29,7,3.9,2240,10.0,2,"S14256, S10780",Low,Air,0.95,18,Medium
S3532,Supplier_3532,Kolkata,Concrete,27,9,4.4,2197,8.5,2,"S12696, S12011",Low,Rail,0.86,83,High
S3533,Supplier_3533,Mumbai,Cement,18,4,3.8,7471,6.7,2,"S12405, S13622",Medium,Rail,0.94,68,Low
S3534,Supplier_3534,Hyderabad,Bricks,14,0,3.2,6098,6.1,0,"S6001, S9780",High,Air,0.75,10,High
S3535,Supplier_3535,Delhi,Glass,18,4,4.7,8278,5.5,0,"S794, S10625",Low,Ship,0.81,27,High
S3536,Supplier_3536,Kolkata,Steel,18,8,3.6,6509,8.6,3,"S7589, S9973",Medium,Ship,0.94,32,Low
S3537,Supplier_3537,Mumbai,Concrete,26,4,3.6,6766,8.5,0,"S10855, S9729",Low,Road,0.82,96,Low
S3538,Supplier_3538,Mumbai,Bricks,6,2,3.1,3530,7.1,0,"S7902, S8078",Low,Ship,0.82,14,High
S3539,Supplier_3539,Delhi,Wood,11,4,4.9,5304,8.8,0,"S8191, S2089",High,Road,0.71,56,Low
S3540,Supplier_3540,Kolkata,Cement,23,9,3.3,4737,8.7,3,"S13728, S6660",Low,Rail,0.85,66,High
S3541,Supplier_3541,Delhi,Steel,20,10,4.4,4807,7.8,3,"S3078, S10030",Low,Ship,0.81,79,Low
S3542,Supplier_3542,Kolkata,Wood,29,10,3.1,7433,8.4,2,"S7733, S8328",Medium,Air,0.7,40,High
S3543,Supplier_3543,Chennai,Steel,17,6,3.3,9845,7.8,3,"S6203, S4283",High,Rail,0.76,42,Medium
S3544,Supplier_3544,Chennai,Steel,15,5,4.0,4445,7.1,3,"S6463, S11459",Low,Air,0.91,22,High
S3545,Supplier_3545,Hyderabad,Glass,14,9,4.9,9935,8.8,1,"S11512, S3888",Low,Air,0.8,94,Low
S3546,Supplier_3546,Mumbai,Steel,11,10,4.5,3877,9.2,0,"S14873, S6456",High,Air,0.92,98,Medium
S3547,Supplier_3547,Kolkata,Wood,15,10,3.7,7056,7.7,3,"S5463, S10595",High,Ship,0.94,100,Low
S3548,Supplier_3548,Mumbai,Glass,6,3,4.3,8339,9.5,3,"S14782, S12892",Medium,Air,0.85,83,Low
S3549,Supplier_3549,Bangalore,Cement,18,7,3.2,5617,9.0,2,"S7003, S4798",High,Ship,0.94,92,Medium
S3550,Supplier_3550,Delhi,Steel,16,6,3.6,8846,7.7,0,"S4259, S10678",High,Road,0.75,51,Low
S3551,Supplier_3551,Bangalore,Glass,12,8,4.3,4964,5.6,3,"S8217, S2344",Medium,Air,0.92,20,Medium
S3552,Supplier_3552,Kolkata,Concrete,19,8,3.5,8724,6.6,3,"S14114, S8691",Low,Road,0.73,15,Medium
S3553,Supplier_3553,Mumbai,Bricks,20,0,3.7,5361,5.1,0,"S1661, S3272",Low,Air,0.83,89,Medium
S3554,Supplier_3554,Mumbai,Bricks,16,10,3.8,2449,5.8,0,"S1577, S2140",High,Road,0.95,48,Medium
S3555,Supplier_3555,Chennai,Bricks,17,2,3.8,6707,8.9,3,"S6930, S9738",Medium,Ship,0.99,59,High
S3556,Supplier_3556,Mumbai,Concrete,10,6,4.0,6525,5.3,2,"S7160, S1056",Medium,Ship,0.94,19,High
S3557,Supplier_3557,Bangalore,Concrete,28,5,4.8,2302,6.7,1,"S2904, S2187",Medium,Air,0.91,61,High
S3558,Supplier_3558,Kolkata,Wood,29,8,4.2,2333,6.3,0,"S8755, S14026",Low,Road,0.94,77,Low
S3559,Supplier_3559,Hyderabad,Bricks,19,6,3.5,5397,5.4,3,"S8367, S11406",High,Rail,0.95,19,Medium
S3560,Supplier_3560,Bangalore,Cement,21,6,3.6,9117,6.6,3,"S10442, S4442",Medium,Air,0.79,80,High
S3561,Supplier_3561,Hyderabad,Bricks,22,5,4.0,2852,9.1,2,"S5517, S12226",Medium,Rail,0.7,49,Low
S3562,Supplier_3562,Mumbai,Concrete,26,8,3.8,8664,5.1,3,"S5863, S14085",Medium,Air,0.88,40,High
S3563,Supplier_3563,Bangalore,Steel,14,8,4.5,7975,5.3,0,"S10919, S1611",High,Rail,0.84,25,High
S3564,Supplier_3564,Chennai,Wood,18,8,4.1,2684,6.8,1,"S14116, S13034",Medium,Road,0.72,54,High
S3565,Supplier_3565,Kolkata,Glass,22,10,3.6,5286,9.0,3,"S4058, S473",Medium,Air,0.95,94,High
S3566,Supplier_3566,Delhi,Steel,24,3,3.1,8187,8.3,1,"S5029, S8852",High,Air,0.95,63,Medium
S3567,Supplier_3567,Chennai,Concrete,30,1,4.3,6093,7.8,2,"S9094, S1031",High,Ship,0.9,43,High
S3568,Supplier_3568,Hyderabad,Concrete,29,0,4.5,5740,8.4,0,"S4722, S10371",High,Ship,0.8,62,Low
S3569,Supplier_3569,Mumbai,Wood,5,9,4.1,6402,6.6,2,"S13176, S11406",High,Road,0.87,61,High
S3570,Supplier_3570,Delhi,Cement,9,3,3.1,2671,7.7,2,"S14961, S620",High,Ship,0.87,42,Medium
S3571,Supplier_3571,Bangalore,Concrete,16,0,4.9,8218,6.0,1,"S12505, S7081",Medium,Road,0.95,83,Medium
S3572,Supplier_3572,Hyderabad,Glass,29,6,3.6,5565,5.4,0,"S13328, S11097",Low,Rail,0.78,20,High
S3573,Supplier_3573,Hyderabad,Wood,21,10,4.6,7643,9.8,0,"S7842, S9150",Low,Air,0.83,65,Medium
S3574,Supplier_3574,Hyderabad,Steel,29,4,4.3,5278,8.8,2,"S6150, S7015",High,Ship,0.83,41,High
S3575,Supplier_3575,Chennai,Wood,20,2,3.7,3182,5.0,2,"S2371, S6314",High,Air,0.85,90,Medium
S3576,Supplier_3576,Hyderabad,Wood,16,6,4.2,3584,7.1,1,"S9973, S6918",Low,Ship,0.83,72,High
S3577,Supplier_3577,Mumbai,Cement,6,0,3.8,7258,5.5,0,"S12253, S8901",Low,Ship,0.99,78,Low
S3578,Supplier_3578,Bangalore,Steel,6,1,3.9,6283,6.0,2,"S9413, S1949",Low,Road,0.83,53,Medium
S3579,Supplier_3579,Mumbai,Glass,22,1,4.1,8972,6.0,2,"S14281, S8253",High,Ship,0.95,43,High
S3580,Supplier_3580,Kolkata,Bricks,28,10,3.2,6618,9.4,1,"S10644, S14610",Medium,Air,0.99,29,Low
S3581,Supplier_3581,Chennai,Cement,5,8,4.4,8667,7.6,2,"S14449, S558",High,Road,0.99,52,Medium
S3582,Supplier_3582,Mumbai,Glass,28,6,3.4,2895,9.7,1,"S11073, S14373",Low,Road,0.93,11,Low
S3583,Supplier_3583,Chennai,Wood,30,0,3.9,4021,9.4,1,"S661, S14624",Medium,Ship,0.71,50,Medium
S3584,Supplier_3584,Kolkata,Concrete,23,2,4.0,2488,5.6,0,"S12103, S9933",Low,Ship,0.89,52,High
S3585,Supplier_3585,Kolkata,Cement,25,10,3.9,8424,5.4,0,"S10617, S12298",Low,Road,0.72,58,Medium
S3586,Supplier_3586,Bangalore,Steel,7,1,4.9,9513,6.7,1,"S1102, S11193",Low,Air,0.85,42,Medium
S3587,Supplier_3587,Kolkata,Steel,13,4,3.5,3904,7.3,1,"S7267, S6739",Low,Air,0.9,100,Low
S3588,Supplier_3588,Mumbai,Cement,17,7,4.8,3934,5.6,1,"S948, S080",High,Air,0.98,47,High
S3589,Supplier_3589,Delhi,Steel,10,3,3.3,5058,6.3,1,"S13672, S6060",Low,Ship,0.92,81,High
S3590,Supplier_3590,Kolkata,Wood,8,7,4.4,2950,9.8,2,"S2657, S1747",Medium,Road,0.81,32,Medium
S3591,Supplier_3591,Bangalore,Concrete,6,6,3.1,5406,5.7,1,"S3768, S8220",Low,Rail,0.73,86,Low
S3592,Supplier_3592,Mumbai,Glass,19,8,4.4,4439,9.5,2,"S14693, S7876",High,Rail,0.7,63,Medium
S3593,Supplier_3593,Kolkata,Concrete,12,2,4.6,7119,6.3,0,"S12022, S4208",High,Air,0.92,85,Low
S3594,Supplier_3594,Bangalore,Wood,25,8,4.9,4875,6.3,0,"S2729, S8222",High,Rail,0.97,40,Low
S3595,Supplier_3595,Hyderabad,Cement,18,4,3.7,2182,7.7,1,"S10751, S7811",Medium,Air,0.85,74,Low
S3596,Supplier_3596,Kolkata,Glass,10,1,4.4,6314,9.4,2,"S4146, S10379",High,Air,0.81,82,Medium
S3597,Supplier_3597,Kolkata,Glass,24,6,4.9,2266,5.0,1,"S7417, S13765",High,Air,0.86,33,Medium
S3598,Supplier_3598,Bangalore,Steel,5,2,4.5,9008,7.4,3,"S1583, S9171",Medium,Road,0.91,11,Low
S3599,Supplier_3599,Bangalore,Cement,19,4,4.1,3354,9.0,2,"S7159, S6415",Low,Rail,0.73,20,Low
S3600,Supplier_3600,Bangalore,Cement,30,10,3.6,7091,8.9,2,"S2846, S13930",Medium,Road,0.86,63,High
S3601,Supplier_3601,Chennai,Concrete,22,4,3.0,5594,5.4,2,"S7904, S7087",High,Rail,0.92,58,Low
S3602,Supplier_3602,Hyderabad,Wood,15,8,3.3,8268,8.9,1,"S12941, S2043",Low,Ship,0.91,14,Medium
S3603,Supplier_3603,Hyderabad,Concrete,15,7,4.8,9627,6.6,0,"S6338, S13119",Medium,Ship,0.79,30,High
S3604,Supplier_3604,Mumbai,Cement,12,6,5.0,4964,10.0,3,"S12229, S8205",Medium,Rail,0.97,84,High
S3605,Supplier_3605,Hyderabad,Cement,14,9,4.6,6394,8.0,2,"S3004, S10266",High,Air,0.92,90,High
S3606,Supplier_3606,Bangalore,Steel,15,0,3.9,6232,7.2,0,"S6098, S7646",Low,Ship,0.88,72,Low
S3607,Supplier_3607,Delhi,Wood,17,4,4.7,7938,9.6,2,"S2904, S9990",High,Rail,0.94,67,Low
S3608,Supplier_3608,Kolkata,Concrete,27,4,4.8,6165,9.8,3,"S14861, S1292",Low,Rail,0.98,45,Low
S3609,Supplier_3609,Bangalore,Cement,5,2,3.8,4739,7.2,1,"S14008, S14837",High,Air,0.74,17,Medium
S3610,Supplier_3610,Hyderabad,Bricks,19,8,3.8,2019,6.8,1,"S14686, S9282",Medium,Road,0.93,74,Medium
S3611,Supplier_3611,Delhi,Cement,10,8,3.1,6528,8.9,2,"S11019, S9055",Low,Ship,0.75,19,Low
S3612,Supplier_3612,Delhi,Glass,29,6,4.0,3730,8.4,2,"S13717, S2783",Low,Air,0.82,38,Medium
S3613,Supplier_3613,Mumbai,Bricks,27,5,3.5,6048,5.0,2,"S2335, S14520",Low,Ship,0.78,55,High
S3614,Supplier_3614,Chennai,Bricks,14,5,3.8,3543,5.3,0,"S2821, S3601",High,Ship,0.79,38,Medium
S3615,Supplier_3615,Kolkata,Steel,29,0,3.7,9593,8.2,2,"S14630, S9958",Low,Air,0.99,64,Medium
S3616,Supplier_3616,Hyderabad,Concrete,15,3,4.1,8786,5.7,2,"S1053, S12461",Medium,Ship,0.78,21,Low
S3617,Supplier_3617,Hyderabad,Wood,6,9,4.6,8697,6.4,2,"S12449, S5191",Low,Road,0.7,100,Medium
S3618,Supplier_3618,Kolkata,Steel,11,1,4.7,8405,7.0,1,"S6494, S6821",Medium,Air,0.88,53,Low
S3619,Supplier_3619,Delhi,Wood,18,7,3.8,6908,8.5,3,"S11835, S6408",Medium,Air,0.74,10,High
S3620,Supplier_3620,Mumbai,Wood,8,5,4.2,4104,8.7,1,"S6656, S5799",Medium,Rail,0.83,11,Medium
S3621,Supplier_3621,Kolkata,Cement,24,3,4.2,6613,6.4,2,"S7149, S13270",Low,Rail,0.84,60,Medium
S3622,Supplier_3622,Hyderabad,Glass,21,10,4.8,3828,8.7,1,"S6781, S9884",Medium,Rail,0.79,100,Low
S3623,Supplier_3623,Chennai,Bricks,29,9,4.2,5036,9.7,0,"S13639, S3100",High,Ship,0.86,31,Low
S3624,Supplier_3624,Bangalore,Concrete,14,5,3.2,4870,7.7,1,"S1269, S6228",Medium,Road,0.78,75,Medium
S3625,Supplier_3625,Chennai,Bricks,13,7,4.0,3195,9.9,1,"S13834, S897",Medium,Air,0.78,38,Low
S3626,Supplier_3626,Bangalore,Concrete,21,0,4.9,8755,8.7,2,"S12355, S1103",High,Road,0.81,59,Low
S3627,Supplier_3627,Kolkata,Steel,28,3,3.5,5947,5.8,2,"S3405, S2736",Medium,Road,0.98,85,Low
S3628,Supplier_3628,Chennai,Concrete,17,5,4.0,7686,5.0,2,"S2750, S10989",Medium,Air,0.81,11,Medium
S3629,Supplier_3629,Bangalore,Concrete,6,7,4.7,9611,7.4,2,"S14114, S5663",High,Road,0.87,15,Medium
S3630,Supplier_3630,Delhi,Concrete,8,6,4.5,3771,8.7,1,"S4477, S9747",High,Rail,0.98,26,Low
S3631,Supplier_3631,Mumbai,Steel,22,8,4.3,9162,7.1,2,"S2845, S12448",High,Road,0.75,93,Medium
S3632,Supplier_3632,Delhi,Glass,14,0,3.6,7735,6.9,3,"S5616, S9959",High,Road,0.88,51,Low
S3633,Supplier_3633,Kolkata,Glass,14,4,3.7,2461,8.8,0,"S6710, S14077",Low,Ship,0.78,66,Low
S3634,Supplier_3634,Kolkata,Cement,16,0,3.1,6554,9.4,2,"S8295, S849",Low,Ship,0.85,58,Low
S3635,Supplier_3635,Delhi,Concrete,13,5,4.7,3736,9.0,1,"S12063, S12720",High,Ship,0.76,55,Low
S3636,Supplier_3636,Bangalore,Glass,5,8,4.6,5596,7.8,2,"S12876, S1497",Medium,Rail,0.96,50,Low
S3637,Supplier_3637,Bangalore,Bricks,14,2,4.2,2411,8.9,0,"S1365, S7649",High,Air,0.72,86,High
S3638,Supplier_3638,Chennai,Concrete,5,3,4.5,9128,6.1,3,"S13799, S3874",High,Air,0.89,93,Low
S3639,Supplier_3639,Chennai,Concrete,27,0,3.7,8543,5.4,3,"S14670, S14748",High,Road,0.88,11,Medium
S3640,Supplier_3640,Kolkata,Cement,17,9,4.8,5194,6.4,0,"S7100, S9079",Low,Rail,0.84,19,High
S3641,Supplier_3641,Hyderabad,Cement,24,3,3.5,2165,5.1,0,"S2145, S6176",Low,Rail,0.88,79,Medium
S3642,Supplier_3642,Mumbai,Cement,19,10,3.7,4918,7.6,2,"S4833, S9214",Medium,Ship,0.9,39,High
S3643,Supplier_3643,Bangalore,Cement,16,8,3.9,6635,7.6,2,"S10586, S1256",High,Ship,0.78,45,High
S3644,Supplier_3644,Delhi,Steel,29,10,3.2,5980,7.6,1,"S9489, S1327",Medium,Road,0.74,98,Low
S3645,Supplier_3645,Kolkata,Wood,13,5,3.8,2178,5.4,1,"S6054, S8392",Low,Air,0.94,55,High
S3646,Supplier_3646,Delhi,Cement,21,1,3.2,7545,5.0,0,"S329, S6348",Low,Air,0.86,44,High
S3647,Supplier_3647,Bangalore,Concrete,14,1,3.3,8323,7.6,1,"S3768, S7078",Low,Rail,0.9,80,Medium
S3648,Supplier_3648,Chennai,Glass,6,7,4.8,8360,5.9,2,"S6729, S3245",Low,Air,0.88,31,Medium
S3649,Supplier_3649,Kolkata,Bricks,15,5,4.3,4185,6.9,3,"S4767, S7416",Low,Rail,0.87,33,High
S3650,Supplier_3650,Chennai,Glass,18,6,4.9,9167,7.0,3,"S4208, S6694",Low,Ship,0.89,96,Medium
S3651,Supplier_3651,Delhi,Wood,26,0,4.4,3949,6.9,1,"S10440, S8639",High,Road,0.86,65,Low
S3652,Supplier_3652,Delhi,Steel,9,3,3.9,2821,5.1,2,"S1823, S9623",High,Ship,0.88,38,High
S3653,Supplier_3653,Chennai,Concrete,19,1,3.6,2970,5.6,1,"S10936, S647",Low,Rail,0.77,87,High
S3654,Supplier_3654,Bangalore,Wood,20,2,3.9,8379,5.8,3,"S3383, S6952",High,Rail,0.81,52,Medium
S3655,Supplier_3655,Chennai,Cement,16,3,3.9,7025,5.8,0,"S7814, S6792",Low,Rail,0.73,47,Low
S3656,Supplier_3656,Hyderabad,Concrete,12,5,4.5,5080,8.5,1,"S11254, S12514",Low,Air,0.7,39,Low
S3657,Supplier_3657,Bangalore,Concrete,24,2,4.3,8335,8.6,1,"S6374, S13814",Medium,Road,0.73,84,Medium
S3658,Supplier_3658,Chennai,Cement,15,6,3.9,4314,9.7,2,"S1631, S11159",Medium,Ship,0.8,76,High
S3659,Supplier_3659,Chennai,Bricks,23,2,4.9,3510,5.2,1,"S2015, S13149",Low,Ship,0.99,94,High
S3660,Supplier_3660,Hyderabad,Concrete,6,7,4.5,7970,9.3,3,"S5401, S475",High,Air,0.72,64,Low
S3661,Supplier_3661,Delhi,Bricks,6,5,3.3,2749,7.4,0,"S6418, S4444",Medium,Air,0.87,24,Medium
S3662,Supplier_3662,Mumbai,Cement,28,2,4.0,8461,9.8,1,"S3153, S3708",Low,Air,0.72,49,High
S3663,Supplier_3663,Delhi,Steel,11,8,3.2,4417,8.6,0,"S5299, S14779",Medium,Rail,0.99,65,Low
S3664,Supplier_3664,Hyderabad,Bricks,6,1,4.7,2872,9.2,1,"S6961, S649",Medium,Ship,0.76,92,High
S3665,Supplier_3665,Delhi,Concrete,19,4,3.7,4263,8.0,0,"S11410, S13744",Low,Air,0.8,92,Medium
S3666,Supplier_3666,Mumbai,Steel,12,7,4.1,4967,6.7,3,"S712, S12434",Low,Rail,0.72,51,Low
S3667,Supplier_3667,Kolkata,Bricks,10,4,3.1,7566,8.3,1,"S10402, S10808",Medium,Ship,0.97,20,High
S3668,Supplier_3668,Bangalore,Concrete,24,4,5.0,3352,8.0,0,"S5090, S1551",Medium,Rail,0.96,17,High
S3669,Supplier_3669,Bangalore,Wood,22,9,3.4,7845,9.1,0,"S3731, S8823",Low,Rail,0.7,86,Low
S3670,Supplier_3670,Delhi,Wood,18,9,4.5,9491,10.0,0,"S3110, S945",High,Road,0.75,26,Medium
S3671,Supplier_3671,Mumbai,Concrete,6,1,3.5,7036,6.5,0,"S442, S3108",Medium,Ship,0.74,51,Low
S3672,Supplier_3672,Mumbai,Steel,19,0,4.8,3466,5.9,1,"S14149, S14761",Low,Ship,0.91,23,High
